,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,LOG_PRICE
3636,Adyar,Family,No,Others,NoAccess,A,8,692,190,1.0,1.0,2,15.39871680907986
3637,Chrompet,AdjLand,No,Commercial,Paved,RH,29,1186,200,1.0,1.0,3,16.41522634426944
3638,KK Nagar,AbNormal,Yes,Others,Paved,RM,8,1881,50,3.0,2.0,5,16.419360163034312
3639,Chrompet,Family,Yes,Others,Gravel,RM,6,898,87,1.0,1.0,3,16.194933351154933
3640,Velachery,AbNormal,Yes,House,Gravel,A,29,1661,31,2.0,1.0,4,16.011714169848148
3641,KK Nagar,Partial,No,House,Paved,RL,15,1536,150,2.0,1.0,4,16.032784464189476
3642,Chrompet,AdjLand,Yes,Others,NoAccess,RH,33,726,155,1.0,1.0,2,15.831880635185783
3643,Adyar,Partial,Yes,Commercial,Paved,C,18,961,132,1.0,1.0,3,16.245875133016195
3644,Karapakkam,Normal Sale,Yes,House,NoAccess,RH,43,1356,100,2.0,2.0,4,15.84627367298181
3645,Chrompet,AdjLand,No,Others,NoAccess,RM,4,882,40,1.0,1.0,3,16.019838182161592
3646,Karapakkam,AdjLand,Yes,Others,Paved,C,40,1558,133,2.0,2.0,4,15.933795097241083
3647,Karapakkam,Normal Sale,Yes,House,NoAccess,RL,41,1440,75,2.0,2.0,4,15.933645750847719
3648,Karapakkam,AdjLand,Yes,Others,Paved,I,20,691,37,1.0,1.0,2,15.674483561041002
3649,Adyar,Family,No,House,Paved,RM,11,1255,191,2.0,2.0,4,16.1638123349178
3650,Chrompet,AdjLand,Yes,Commercial,Paved,RL,24,1009,128,1.0,1.0,3,16.44911231870363
3651,Adyar,Family,No,House,Gravel,A,5,1065,81,1.0,1.0,3,15.784808357018273
3652,Chrompet,AdjLand,Yes,House,Paved,RM,38,1065,11,1.0,1.0,3,16.145154534889866
3653,Karapakkam,Partial,Yes,House,NoAccess,C,44,694,3,1.0,1.0,2,15.215326834526023
3654,Chrompet,AbNormal,No,House,Paved,RM,18,1045,88,1.0,1.0,3,16.04262559774707
3655,Karapakkam,Normal Sale,Yes,House,NoAccess,RH,32,730,175,1.0,1.0,2,15.570951764518217
3656,Velachery,Family,No,Others,Paved,C,49,1871,22,3.0,2.0,5,16.024653275720507
3657,Chrompet,AdjLand,Yes,House,Paved,RL,22,994,56,1.0,1.0,3,16.097697108139748
3658,Anna Nagar,AdjLand,No,House,NoAccess,RH,27,1754,198,1.0,1.0,4,16.239334309068035
3659,KK Nagar,Family,Yes,House,Gravel,RL,29,2224,189,4.0,2.0,6,16.385275302815696
3660,Karapakkam,Normal Sale,No,Others,NoAccess,A,22,836,66,1.0,1.0,2,15.149246877873
3661,Karapakkam,Family,No,Commercial,NoAccess,RM,39,1399,137,2.0,2.0,4,16.27340052159389
3662,Velachery,AbNormal,Yes,House,Gravel,RH,11,1950,126,3.0,2.0,5,16.27413380552675
3663,Anna Nagar,AbNormal,Yes,Others,Gravel,RL,39,1519,2,1.0,1.0,4,16.42447849388495
3664,Anna Nagar,Partial,Yes,Others,NoAccess,RL,40,1605,4,1.0,1.0,4,16.355821087927456
3665,Chrompet,AbNormal,No,Commercial,Paved,RL,7,1230,81,2.0,1.0,4,16.496742612461663
3666,Karapakkam,Normal Sale,Yes,Commercial,NoAccess,RL,30,584,70,1.0,1.0,2,15.878694660734794
3667,Velachery,Normal Sale,No,Commercial,Paved,RL,54,1590,57,2.0,1.0,4,16.447527735189105
3668,Velachery,Family,No,Others,NoAccess,RM,10,1734,87,2.0,1.0,4,16.178125178093975
3669,Chrompet,Normal Sale,No,Commercial,Gravel,RL,6,786,119,1.0,1.0,2,16.234299929922823
3670,Chrompet,Partial,No,Commercial,Paved,RH,36,701,52,1.0,1.0,2,15.992542632012546
3671,Adyar,AdjLand,Yes,Others,NoAccess,RL,38,783,149,1.0,1.0,2,16.01073869930326
3672,Anna Nagar,Partial,No,Others,Paved,RL,15,1739,128,1.0,1.0,4,16.406183740973812
3673,Chrompet,AbNormal,No,House,Gravel,RL,32,1127,38,1.0,1.0,3,16.031310321145373
3674,Chrompet,Normal Sale,No,Commercial,NoAccess,RH,28,919,61,1.0,1.0,3,16.166504123245055
3675,Chrompet,AbNormal,No,Others,Paved,RL,4,902,120,1.0,1.0,3,16.006052970392638
3676,Adyar,AdjLand,Yes,Commercial,NoAccess,RH,37,838,10,1.0,1.0,3,16.282840301699903
3677,Chrompet,Normal Sale,No,Commercial,NoAccess,RM,21,1026,174,1.0,1.0,3,16.36279628960323
3678,Karapakkam,Partial,Yes,House,Gravel,I,44,1346,84,2.0,2.0,4,15.881727666011244
3679,KK Nagar,AdjLand,No,Others,Paved,RM,23,1764,191,2.0,1.0,4,16.249081105430932
3680,Chrompet,Partial,Yes,Commercial,Paved,RL,14,825,9,1.0,1.0,3,16.27809397138848
3681,Velachery,Normal Sale,Yes,House,Paved,RM,11,1542,147,2.0,1.0,4,16.242772204958886
3682,KK Nagar,Family,No,Others,Gravel,RL,16,1869,20,3.0,2.0,5,16.2869561799411
3683,Adyar,Family,No,House,NoAccess,C,27,1291,0,2.0,2.0,4,15.793633958127094
3684,Karapakkam,Normal Sale,Yes,Others,Gravel,A,45,950,7,1.0,1.0,3,15.597752882500487
3685,Karapakkam,Normal Sale,Yes,Commercial,Paved,RL,32,680,130,1.0,1.0,2,15.977000179828796
3686,Anna Nagar,Family,Yes,Others,Gravel,RH,31,1579,188,1.0,1.0,4,16.399404859783324
3687,Chrompet,AbNormal,Yes,Others,NoAccess,RL,37,1047,42,1.0,1.0,3,16.05954323064856
3688,Anna Nagar,Normal Sale,Yes,Commercial,NoAccess,RL,30,1660,36,1.0,1.0,4,16.77742965524771
3689,Chrompet,Partial,Yes,Others,Gravel,RL,22,835,46,1.0,1.0,3,16.0684330263059
3690,Anna Nagar,AdjLand,No,House,NoAccess,RM,15,1883,121,2.0,1.0,5,16.43892713479918
3691,Adyar,Family,Yes,House,Paved,RM,36,1109,5,1.0,1.0,3,16.158393764276777
3692,Adyar,AbNormal,Yes,Others,NoAccess,I,34,995,26,1.0,1.0,3,15.949642087481342
3693,Velachery,AdjLand,Yes,Others,Paved,RM,33,1747,142,2.0,1.0,4,16.346647510970033
3694,Anna Nagar,AbNormal,Yes,House,Gravel,RH,35,1529,191,1.0,1.0,4,16.34324175582305
3695,Karapakkam,Family,Yes,Others,Paved,RM,37,1034,30,1.0,1.0,3,16.005825876806956
3696,KK Nagar,Partial,No,Commercial,Paved,RL,26,1302,84,1.0,1.0,3,16.287927535499055
3697,Karapakkam,AbNormal,Yes,Commercial,Paved,C,6,654,143,1.0,1.0,2,15.78398855518513
3698,Chrompet,AdjLand,Yes,Commercial,Gravel,RH,26,1020,41,1.0,1.0,3,16.44320045096327
3699,Karapakkam,AbNormal,No,Commercial,NoAccess,RM,27,506,145,1.0,1.0,2,15.737153482510305
3700,TNagar,Partial,Yes,House,Gravel,RL,43,1955,10,2.0,1.0,5,16.492810306424882
3701,Karapakkam,Partial,No,Commercial,Paved,RL,25,1653,160,2.0,2.0,4,16.367539341611348
3702,Velachery,Partial,Yes,House,Paved,RM,32,1820,77,3.0,2.0,5,16.269614986118476
3703,Velachery,Family,Yes,Commercial,NoAccess,C,9,1508,63,2.0,1.0,4,16.34642477392555
3704,Karapakkam,AbNormal,No,Commercial,Paved,C,17,1292,111,1.0,1.0,3,16.067250677112728
3705,Anna Nagar,Normal Sale,No,Commercial,Gravel,RL,24,1922,160,2.0,1.0,5,16.905259902890865
3706,Karapakkam,AdjLand,No,Others,NoAccess,C,11,584,165,1.0,1.0,2,15.244799751281962
3707,Anna Nagar,AdjLand,Yes,House,Gravel,RH,14,1839,153,2.0,1.0,5,16.49166657059883
3708,Velachery,Normal Sale,No,House,NoAccess,RM,32,1879,166,3.0,2.0,5,16.148301913455143
3709,Karapakkam,Family,No,Others,NoAccess,RM,32,1199,70,1.0,1.0,3,15.849467821257688
3710,Chrompet,Normal Sale,Yes,House,Gravel,RM,11,1181,102,1.0,1.0,3,16.254217236135926
3711,Chrompet,Normal Sale,No,Others,NoAccess,RM,12,1068,86,1.0,1.0,3,16.05774015542416
3712,Velachery,AbNormal,Yes,Others,Gravel,RM,26,1686,92,2.0,1.0,4,16.352329398084215
3713,KK Nagar,AdjLand,Yes,Others,Gravel,RH,11,2242,84,4.0,2.0,6,16.469546925259962
3714,Chrompet,AbNormal,No,House,Gravel,RL,16,1259,112,2.0,1.0,4,16.11963416683558
3715,TNagar,AdjLand,Yes,Others,NoAccess,RH,29,1843,118,2.0,1.0,5,16.469618766991744
3716,TNagar,Family,Yes,Others,Paved,RH,19,1924,59,2.0,1.0,5,16.538086612831997
3717,Chrompet,Normal Sale,No,Commercial,Gravel,RH,31,1144,73,1.0,1.0,3,16.387541550583247
3718,Karapakkam,Normal Sale,Yes,Commercial,Paved,RL,26,542,127,1.0,1.0,2,15.8936250945622
3719,Anna Nagar,Normal Sale,No,House,NoAccess,RM,39,1515,103,1.0,1.0,4,16.245063047620196
3720,Adyar,Partial,No,Commercial,Gravel,RL,16,630,174,1.0,1.0,2,16.12230099608625
3721,Velachery,Normal Sale,No,House,Gravel,RM,18,1671,182,2.0,1.0,4,16.229485493638375
3722,Karapakkam,Family,No,House,Gravel,I,18,1047,18,1.0,1.0,3,15.67742182686251
3723,Anna Nagar,Family,Yes,Commercial,NoAccess,RH,30,1595,87,1.0,1.0,4,16.723918896596583
3724,Adyar,Normal Sale,No,Others,NoAccess,C,11,1299,62,2.0,2.0,4,15.952697167757673
3725,Anna Nagar,Family,Yes,Others,Gravel,RH,38,1626,27,1.0,1.0,4,16.42145228312404
3726,Karapakkam,AbNormal,No,House,Gravel,C,17,801,80,1.0,1.0,2,15.488004205251517
3727,Chrompet,Partial,Yes,Commercial,Paved,RH,4,1089,6,1.0,1.0,3,16.432093871012516
3728,Anna Nagar,Family,No,House,NoAccess,RH,11,1955,54,2.0,1.0,5,16.308450190115877
3729,KK Nagar,AbNormal,No,Commercial,Paved,RH,17,1708,91,2.0,1.0,4,16.476627629540367
3730,TNagar,Normal Sale,Yes,Others,Paved,RL,10,1697,19,1.0,1.0,4,16.506276306505253
3731,TNagar,AbNormal,No,House,Paved,RH,12,1975,8,2.0,1.0,5,16.39951294057352
3732,Velachery,Family,Yes,House,Paved,RM,49,1966,168,3.0,2.0,5,16.296781606957413
3733,Anna Nagar,AdjLand,No,Others,Paved,RL,15,1791,164,1.0,1.0,4,16.499074946758128
3734,Velachery,Family,Yes,Commercial,Paved,I,7,1890,66,3.0,2.0,5,16.621792545606322
3735,Karapakkam,AbNormal,No,House,Paved,A,29,967,152,1.0,1.0,3,15.225884172876775
3736,Anna Nagar,Family,No,Others,Gravel,RM,13,1711,99,1.0,1.0,4,16.49367966622824
3737,KK Nagar,AdjLand,No,Others,Gravel,RM,25,1583,62,2.0,1.0,4,16.246444977340595
3738,Adyar,AbNormal,Yes,House,Paved,RL,22,1274,77,2.0,2.0,4,16.239855656863494
3739,Karapakkam,Family,No,House,Gravel,I,45,1356,158,2.0,2.0,4,15.769677950529148
3740,Chrompet,AdjLand,Yes,House,NoAccess,RL,36,1144,166,1.0,1.0,3,16.036944487507938
3741,Chrompet,Family,No,Others,NoAccess,RM,16,1129,49,1.0,1.0,3,16.0610547125708
3742,Adyar,AbNormal,Yes,Commercial,NoAccess,I,11,695,86,1.0,1.0,2,16.0588887050144
3743,Chrompet,AbNormal,Yes,House,NoAccess,RL,15,867,108,1.0,1.0,3,15.976017553365331
3744,KK Nagar,AbNormal,No,House,Gravel,RL,26,1501,35,2.0,1.0,4,16.076729237435597
3745,Velachery,Partial,Yes,Others,NoAccess,RM,15,1896,72,3.0,2.0,5,16.30627932525085
3746,Karapakkam,Family,No,House,NoAccess,C,18,1449,46,2.0,2.0,4,15.561529009646923
3747,Anna Nagar,AbNormal,No,Others,NoAccess,RH,5,1700,168,1.0,1.0,4,16.333502470799473
3748,Velachery,Partial,No,House,NoAccess,RH,15,1829,2,3.0,2.0,5,16.021198773014017
3749,Chrompet,AbNormal,Yes,Others,Paved,RL,34,1178,4,1.0,1.0,3,16.188333214161712
3750,KK Nagar,Family,No,House,Paved,RM,16,1460,118,2.0,1.0,4,16.083998080072128
3751,Anna Nagar,Partial,Yes,House,Paved,RM,37,1807,83,2.0,1.0,5,16.441208547652185
3752,Adyar,Partial,Yes,Commercial,Gravel,I,24,1103,193,1.0,1.0,3,16.4284675023993
3753,Chrompet,Normal Sale,No,House,Gravel,RL,21,992,195,1.0,1.0,3,16.000090303092406
3754,Adyar,Normal Sale,No,House,Paved,RL,14,1268,114,2.0,2.0,4,16.163077429567576
3755,Anna Nagar,AbNormal,No,House,NoAccess,RH,17,1890,101,2.0,1.0,5,16.301355267636495
3756,Karapakkam,Family,No,House,Gravel,I,16,670,163,1.0,1.0,2,15.507219831240034
3757,Karapakkam,Partial,Yes,House,Gravel,I,16,1236,159,1.0,1.0,3,15.872691153155857
3758,Karapakkam,AbNormal,No,House,Paved,I,28,1256,22,1.0,1.0,3,15.662780890120882
3759,Chrompet,Family,Yes,Commercial,Gravel,RM,16,1071,60,1.0,1.0,3,16.524992733301815
3760,Chrompet,AbNormal,Yes,Others,Gravel,RM,10,1217,87,2.0,1.0,4,16.333018303089933
3761,Karapakkam,AbNormal,Yes,House,Gravel,A,14,1488,146,2.0,2.0,4,15.818388634464187
3762,KK Nagar,Partial,Yes,Commercial,Paved,RL,29,2162,85,3.0,2.0,5,16.726226789795263
3763,Velachery,AdjLand,Yes,Commercial,Gravel,A,21,1623,15,2.0,1.0,4,16.475929313323494
3764,Anna Nagar,AbNormal,No,Commercial,Paved,RM,44,1585,135,1.0,1.0,4,16.75101468734418
3765,KK Nagar,Normal Sale,No,House,Gravel,RM,24,2237,4,4.0,2.0,6,16.374770530757395
3766,Karapakkam,AdjLand,No,House,NoAccess,RM,26,1662,100,2.0,2.0,4,16.017661867886975
3767,Adyar,Family,No,Commercial,NoAccess,RM,36,819,44,1.0,1.0,3,16.214581503025457
3768,KK Nagar,Family,No,Others,Gravel,RH,30,2348,49,4.0,2.0,6,16.36609234831818
3769,Adyar,Family,Yes,Others,Gravel,RM,27,604,105,1.0,1.0,2,16.056785938270718
3770,TNagar,AdjLand,No,House,Paved,RH,30,1849,39,2.0,1.0,5,16.367685671079496
3771,Karapakkam,AdjLand,Yes,Others,Gravel,RL,46,1617,53,2.0,2.0,4,16.19272814980957
3772,KK Nagar,AbNormal,No,Commercial,Gravel,RL,15,1733,148,2.0,1.0,4,16.563753243486826
3773,Chrompet,AbNormal,Yes,Others,NoAccess,RH,35,802,150,1.0,1.0,3,15.82685110710058
3774,Adyar,AbNormal,No,Commercial,Paved,C,36,1081,158,1.0,1.0,3,16.254759145925266
3775,Adyar,Partial,Yes,House,NoAccess,I,35,1243,21,2.0,2.0,4,15.962561564665448
3776,Karapakkam,Normal Sale,No,House,Paved,RL,37,1430,146,2.0,2.0,4,15.886866499100195
3777,KK Nagar,Partial,No,Others,Paved,RL,26,1707,118,2.0,1.0,4,16.137378731548775
3778,KK Nagar,Family,No,Commercial,Gravel,RH,10,1317,3,1.0,1.0,3,16.33886141758179
3779,Karapakkam,Normal Sale,Yes,Others,Paved,A,48,1128,20,1.0,1.0,3,15.56016653978358
3780,KK Nagar,Partial,No,House,Gravel,RH,21,2458,172,4.0,2.0,6,16.30715454417872
3781,Chrompet,Partial,No,Others,NoAccess,RH,22,1091,144,1.0,1.0,3,15.894719447582718
3782,Velachery,Normal Sale,Yes,Others,Gravel,RL,40,1795,69,2.0,1.0,4,16.337032687280857
3783,KK Nagar,AdjLand,Yes,House,Gravel,RM,13,2481,129,4.0,2.0,6,16.53047493430521
3784,Chrompet,AdjLand,Yes,Commercial,Gravel,RH,18,1095,81,1.0,1.0,3,16.49060296880442
3785,TNagar,Family,No,House,Paved,RL,36,1759,17,1.0,1.0,4,16.329135284514887
3786,Anna Nagar,Partial,Yes,House,Gravel,RM,41,1774,7,1.0,1.0,4,16.481205089067004
3787,KK Nagar,AdjLand,Yes,Others,Paved,RM,20,2314,27,4.0,2.0,6,16.507036854878482
3788,Anna Nagar,AbNormal,Yes,House,NoAccess,RL,35,1695,98,1.0,1.0,4,16.347758624581186
3789,Chrompet,Partial,No,Commercial,Gravel,RM,31,1099,184,1.0,1.0,3,16.44764749681829
3790,TNagar,AdjLand,Yes,House,Gravel,RM,37,1547,117,1.0,1.0,4,16.456923824465242
3791,Adyar,Family,No,Commercial,Paved,C,6,927,175,1.0,1.0,3,16.211051971699682
3792,Anna Nagar,Partial,No,House,NoAccess,RL,33,1966,176,2.0,1.0,5,16.33121634078908
3793,KK Nagar,AdjLand,No,Commercial,Gravel,RL,17,1541,35,2.0,1.0,4,16.505187194174045
3794,Velachery,Partial,Yes,Others,NoAccess,RL,49,1978,20,3.0,2.0,5,16.238279446926533
3795,Karapakkam,Family,Yes,Commercial,Gravel,RH,24,1208,36,1.0,1.0,3,16.263968449180606
3796,Karapakkam,AdjLand,No,House,Gravel,RH,20,659,16,1.0,1.0,2,15.638185513899172
3797,TNagar,AdjLand,No,House,Paved,RM,9,1834,159,2.0,1.0,5,16.50079626978444
3798,Chrompet,Normal Sale,Yes,Others,Paved,RH,8,792,131,1.0,1.0,2,15.973389943288929
3799,Chrompet,AdjLand,No,Others,Paved,RM,27,1262,189,2.0,1.0,4,16.237563133803306
3800,Chrompet,AbNormal,Yes,Others,Gravel,RH,34,767,48,1.0,1.0,2,15.980136642320929
3801,Karapakkam,Family,No,Others,NoAccess,A,35,1225,186,1.0,1.0,3,15.3228459749575
3802,Chrompet,AbNormal,Yes,House,Gravel,RH,4,732,96,1.0,1.0,2,15.934374715490593
3803,Karapakkam,AbNormal,Yes,Others,Gravel,RM,22,1647,170,2.0,2.0,4,16.278530430122817
3804,KK Nagar,Normal Sale,Yes,House,Paved,RH,9,1344,163,2.0,1.0,4,16.064369399329067
3805,Adyar,Family,Yes,Others,Paved,C,24,807,68,1.0,1.0,3,15.813130007721654
3806,Karapakkam,Normal Sale,Yes,Commercial,Gravel,RH,22,631,46,1.0,1.0,2,15.988238528499732
3807,TNagar,Normal Sale,Yes,House,Paved,RH,22,1775,117,1.0,1.0,4,16.381802782606716
3808,Adyar,AdjLand,Yes,House,NoAccess,A,29,753,22,1.0,1.0,2,15.6039167445525
3809,KK Nagar,Partial,Yes,House,Gravel,RL,19,1952,9,3.0,2.0,5,16.27469589956931
3810,Chrompet,AbNormal,Yes,House,Gravel,RH,16,1021,4,1.0,1.0,3,16.09559643112237
3811,Chrompet,AbNormal,Yes,House,Gravel,RH,23,1126,194,1.0,1.0,3,16.08473491853078
3812,KK Nagar,Partial,Yes,House,Gravel,RL,14,2397,5,4.0,2.0,6,16.41298928249692
3813,Chrompet,AbNormal,Yes,Commercial,Gravel,RM,27,1059,199,1.0,1.0,3,16.49964750269914
3814,KK Nagar,AbNormal,Yes,House,Gravel,RH,30,1625,82,2.0,1.0,4,16.172221270523384
3815,Karapakkam,Family,Yes,Commercial,Gravel,I,6,1080,12,1.0,1.0,3,16.182447904749207
3816,KK Nagar,Partial,Yes,Others,Paved,RH,8,2254,195,4.0,2.0,6,16.38043914597936
3817,Velachery,Partial,No,Commercial,Gravel,I,9,1696,189,2.0,1.0,4,16.471114379078553
3818,Velachery,AdjLand,No,Others,Gravel,RH,40,1943,68,3.0,2.0,5,16.23955317186191
3819,KK Nagar,Partial,No,Commercial,Paved,RM,11,1499,85,2.0,1.0,4,16.461504346059403
3820,Velachery,AdjLand,Yes,Commercial,Gravel,A,26,1782,179,2.0,1.0,4,16.52883509195309
3821,Anna Nagar,Partial,No,Commercial,NoAccess,RM,19,1505,174,1.0,1.0,4,16.711694227269632
3822,KK Nagar,Family,Yes,Commercial,Gravel,RH,13,2050,191,3.0,2.0,5,16.696006824428952
3823,Anna Nagar,AdjLand,Yes,House,Gravel,RH,44,1665,40,1.0,1.0,4,16.403036820565408
3824,Karapakkam,Partial,Yes,House,Paved,C,26,1391,115,2.0,2.0,4,15.766248747538098
3825,Anna Nagar,Partial,Yes,House,Gravel,RL,43,1797,24,1.0,1.0,4,16.429234548339103
3826,TNagar,AbNormal,No,Commercial,NoAccess,RL,28,1514,185,1.0,1.0,4,16.68682634308172
3827,Adyar,Family,Yes,Others,Gravel,RM,10,786,118,1.0,1.0,2,16.189915256797924
3828,Velachery,Family,Yes,Commercial,NoAccess,A,38,1991,48,3.0,2.0,5,16.488386673925497
3829,Velachery,AbNormal,No,Commercial,Gravel,A,7,1814,196,3.0,2.0,5,16.492004111126253
3830,Karapakkam,Family,No,Others,Gravel,A,28,504,130,1.0,1.0,2,15.10953172297283
3831,Adyar,AbNormal,Yes,Commercial,Gravel,RM,11,1215,125,2.0,2.0,4,16.677399504532993
3832,TNagar,AbNormal,No,House,Gravel,RM,26,1934,183,2.0,1.0,5,16.507666986234966
3833,KK Nagar,Normal Sale,Yes,Commercial,Paved,RL,30,1691,170,2.0,1.0,4,16.561971143992512
3834,Chrompet,Family,Yes,Commercial,Paved,RM,14,1294,12,2.0,1.0,4,16.599016717516406
3835,KK Nagar,Partial,No,Others,Gravel,RH,12,2268,194,4.0,2.0,6,16.31537806722564
3836,Karapakkam,Family,No,Commercial,Paved,RL,19,615,61,1.0,1.0,2,15.86794876940083
3837,Karapakkam,AbNormal,Yes,Others,Gravel,RH,17,1640,15,2.0,2.0,4,16.183718396612008
3838,Chrompet,Normal Sale,No,Others,Gravel,RM,10,832,176,1.0,1.0,3,16.089177214638745
3839,Anna Nagar,Family,No,House,NoAccess,RM,37,1919,5,2.0,1.0,5,16.3745696789159
3840,Velachery,Family,No,Others,Gravel,I,17,1788,164,2.0,1.0,4,16.13438456336254
3841,TNagar,Normal Sale,Yes,Others,Gravel,RH,40,1674,127,1.0,1.0,4,16.44581822064088
3842,Chrompet,Normal Sale,No,Others,Paved,RM,38,723,12,1.0,1.0,2,15.877489512317558
3843,Adyar,AdjLand,No,Commercial,Gravel,A,24,990,167,1.0,1.0,3,16.226249362011295
3844,KK Nagar,AbNormal,No,Commercial,Gravel,RL,21,2219,73,3.0,2.0,5,16.718856782273978
3845,Adyar,AbNormal,No,House,Paved,I,35,1167,193,1.0,1.0,3,15.926005415611419
3846,TNagar,AbNormal,No,Commercial,NoAccess,RL,28,1566,85,1.0,1.0,4,16.70655092562444
3847,Chrompet,Family,Yes,Others,NoAccess,RM,4,1053,195,1.0,1.0,3,16.167090556071656
3848,Velachery,AbNormal,No,Commercial,Gravel,C,55,1781,9,2.0,1.0,4,16.440210091677724
3849,KK Nagar,AdjLand,No,Others,Gravel,RH,29,2470,188,4.0,2.0,6,16.42832049015167
3850,Velachery,Normal Sale,No,Others,Gravel,C,14,1612,21,2.0,1.0,4,16.028489382876284
3851,KK Nagar,Family,Yes,House,Paved,RH,17,1418,73,2.0,1.0,4,16.064958025257944
3852,Chrompet,AbNormal,Yes,House,Gravel,RL,31,1032,192,1.0,1.0,3,16.11959892048229
3853,Karapakkam,Family,Yes,Commercial,Paved,RM,33,1430,69,2.0,2.0,4,16.43064807630129
3854,Chrompet,Partial,Yes,Commercial,Gravel,RM,9,812,51,1.0,1.0,3,16.368221328510526
3855,Karapakkam,AdjLand,Yes,House,Paved,A,16,571,0,1.0,1.0,2,15.405796435421108
3856,Velachery,Family,Yes,Commercial,Paved,C,26,1709,187,2.0,1.0,4,16.492531767292405
3857,Chrompet,Family,No,Commercial,NoAccess,RL,35,1128,141,1.0,1.0,3,16.348554301574826
3858,KK Nagar,AdjLand,No,Others,Gravel,RL,7,1731,156,2.0,1.0,4,16.290332443696702
3859,Velachery,Partial,Yes,Commercial,NoAccess,RH,13,1620,170,2.0,1.0,4,16.493636666114412
3860,Velachery,Family,Yes,Commercial,NoAccess,I,10,1581,140,2.0,1.0,4,16.465760162600816
3861,Anna Nagar,AbNormal,Yes,Others,Paved,RM,17,1672,132,1.0,1.0,4,16.53882362007553
3862,Chrompet,Partial,Yes,House,Paved,RH,29,1266,86,2.0,1.0,4,16.06053560353322
3863,Chrompet,Normal Sale,Yes,Others,Gravel,RM,25,1298,34,2.0,1.0,4,16.337547114898324
3864,TNagar,Family,Yes,House,Paved,RM,45,1952,105,2.0,1.0,5,16.495414956071148
3865,KK Nagar,Partial,Yes,Others,Paved,RL,23,2386,169,4.0,2.0,6,16.42282405561256
3866,Chrompet,Family,Yes,House,Paved,RH,22,1058,61,1.0,1.0,3,16.012071693049123
3867,Adyar,AdjLand,Yes,House,Paved,RH,15,987,95,1.0,1.0,3,16.08358298155375
3868,Karapakkam,Normal Sale,No,Commercial,NoAccess,RH,12,1256,198,1.0,1.0,3,16.0985347784371
3869,KK Nagar,AbNormal,No,Commercial,Paved,RL,7,1824,143,3.0,2.0,5,16.589965787195602
3871,Adyar,AdjLand,Yes,Commercial,NoAccess,C,10,796,68,1.0,1.0,2,16.142152158837956
3872,Chrompet,AdjLand,No,Others,Paved,RM,40,1031,40,1.0,1.0,3,16.072667962326527
3873,Chrompet,Family,Yes,House,Paved,RL,6,1114,60,1.0,1.0,3,16.125650243032588
3874,Anna Nagar,AdjLand,No,Others,NoAccess,RL,43,1567,179,1.0,1.0,4,16.306396048808303
3875,Adyar,AbNormal,Yes,Others,Gravel,A,27,1282,164,2.0,2.0,4,16.087798698350813
3876,Chrompet,Family,Yes,Others,NoAccess,RH,22,957,81,1.0,1.0,3,15.967156591685619
3877,TNagar,Partial,No,Commercial,Paved,RH,33,1510,14,1.0,1.0,4,16.64975108017469
3878,Karapakkam,Partial,Yes,Others,Paved,RH,8,1005,150,1.0,1.0,3,15.873973070658725
3879,Velachery,Normal Sale,No,House,NoAccess,A,31,1824,123,3.0,2.0,5,15.800278167391378
3880,Chrompet,Normal Sale,Yes,Commercial,NoAccess,RH,18,837,172,1.0,1.0,3,16.216950993785044
3881,Adyar,Family,No,House,Paved,I,11,1103,44,1.0,1.0,3,15.892278779505912
3882,Karapakkam,Family,No,Others,Paved,RL,5,1386,97,2.0,2.0,4,16.00609614589974
3883,Velachery,Family,Yes,Commercial,NoAccess,A,45,1588,80,2.0,1.0,4,16.305198592027637
3884,Chrompet,Family,No,Commercial,Paved,RM,35,792,59,1.0,1.0,2,16.212471940277187
3885,Chrompet,Partial,Yes,House,NoAccess,RL,35,1241,152,2.0,1.0,4,16.050913318028243
3886,KK Nagar,AdjLand,Yes,Others,Paved,RM,11,1571,1,2.0,1.0,4,16.321410302631236
3887,Chrompet,Partial,No,Commercial,NoAccess,RL,33,770,132,1.0,1.0,2,16.031232990182612
3888,Anna Nagar,AbNormal,No,Commercial,NoAccess,RH,42,1707,133,1.0,1.0,4,16.71390295326896
3889,TNagar,Normal Sale,Yes,House,Gravel,RM,41,1840,55,2.0,1.0,5,16.54261657161823
3890,Karapakkam,Normal Sale,No,Others,Gravel,RH,42,972,35,1.0,1.0,3,15.739428206557625
3891,Adyar,AbNormal,No,Others,NoAccess,RL,18,1000,33,1.0,1.0,3,15.979725943973547
3892,TNagar,Family,Yes,House,Gravel,RL,38,1888,152,2.0,1.0,5,16.470104003276088
3893,Karapakkam,Partial,Yes,Others,NoAccess,A,37,557,29,1.0,1.0,2,15.042915571149313
3894,Chrompet,Partial,No,Others,Gravel,RH,27,1180,16,1.0,1.0,3,16.03771648668961
3895,Chrompet,Partial,Yes,Others,NoAccess,RL,4,1219,124,2.0,1.0,4,16.155287769442534
3896,Karapakkam,Normal Sale,Yes,Commercial,Paved,I,26,943,145,1.0,1.0,3,16.045857161002512
3897,Chrompet,Family,Yes,House,Gravel,RH,16,1133,96,1.0,1.0,3,16.092015706467926
